Gender,Name,Nationality,Age,Height,Weight,Occupation,Kids,Dish
M,Sam,Italy,26,188,87,Literature,3,Kebab
F,Mia,UK,28,157,70,Finance,0,Gnocchi
F,Sam,Italy,21,179,74,Music,2,Kebab
M,Eric,Sweden,29,152,118,Literature,1,Spaghetti
M,Roy,Sweden,27,179,110,Literature,1,Spaghetti
M,Carlos,China,30,192,120,Computer Science,3,Garlic butter naans
F,Kim,Canada,29,195,115,Music,0,Sushi
F,Sabrina,France,27,162,93,Biology,0,Steak
M,Tim,Russia,24,165,109,Theater,3,Pizza
M,Kevin,Luxembourg,24,184,74,Business,1,Gnocchi
M,Carlos,France,25,192,114,Physics,0,Hamburger
F,Jamie,Jamaica,22,160,94,Medecine,3,Gnocchi
M,Sam,UK,25,171,83,Teaching,0,Spaghetti
M,Joel,Sweden,27,157,48,Unemployed,2,Gnocchi
F,Emma,Chile,22,195,106,Music,1,Salad
M,Yannick,South Africa,26,188,78,Finance,0,Sushi
M,Roy,France,22,161,87,Business,3,Spaghetti
F,Elsa,Greece,26,156,93,Theater,2,Steak
F,Jeanne,Greece,28,188,95,Medecine,0,Spaghetti
F,Ivy,Chile,21,184,95,Business,3,Salad
M,Jamie,Japan,23,185,107,Theater,1,Hamburger
M,Joel,Japan,21,171,70,Literature,1,Sushi
F,Jamie,China,21,164,92,Medecine,2,Fish
M,Fabio,Japan,30,165,76,Unemployed,2,Hamburger
M,Sam,UK,22,167,59,Theater,0,Kebab
M,Valentin,Greece,26,169,68,Mathematics,0,Fish
F,Jude,UK,24,183,108,Physics,3,Steak
F,Zoey,South Africa,27,159,81,Literature,0,Salad
F,Kim,Chile,26,150,83,Theater,3,Spaghetti
M,Jim,Japan,24,188,106,Literature,2,Pizza
M,Jamie,Chile,27,163,94,Teaching,1,Sushi
F,Charlie,UK,25,191,113,Psychology,0,Garlic butter naans
F,Isabel,South Africa,24,152,112,Theater,2,Garlic butter naans
F,Elsa,China,20,180,87,Music,1,Garlic butter naans
M,Roy,Sweden,29,150,55,Teaching,3,Fish
F,Emma,Korea,28,154,69,Computer Science,1,Salad
F,Charlie,Russia,24,183,103,Mathematics,1,Steak
M,Kevin,Germany,30,189,83,Music,3,Hamburger
M,Jim,UK,27,151,79,Finance,3,Gnocchi
F,Hannah,Spain,30,167,63,Teaching,3,Steak
M,Fabio,Korea,21,154,96,Biology,1,Steak
M,Eric,Chile,24,155,60,Biology,1,Sushi
M,Jean,Sweden,26,154,81,Finance,3,Garlic butter naans
M,Valentin,Luxembourg,26,176,90,Physics,1,Steak
M,Sofyan,China,29,163,111,Psychology,1,Kebab
M,Tim,Italy,23,172,118,Business,2,Hamburger
F,Lucie,US,29,154,101,Business,1,Hamburger
M,Kim,Germany,21,173,68,Mathematics,2,Steak
M,Valentin,Korea,22,192,108,Music,3,Sushi
F,Sophie,Germany,29,169,65,Business,2,Pizza
F,Sara,Russia,26,156,86,Mathematics,0,Gnocchi
F,Kim,Luxembourg,27,156,77,Theater,3,Gnocchi
F,Sara,Russia,30,178,112,Psychology,0,Pizza
M,Jim,China,22,161,59,Medecine,2,Salad
F,Sophie,Russia,24,191,118,Medecine,3,Steak
F,Sam,Jamaica,27,167,112,Music,0,Garlic butter naans
F,Emma,UK,30,173,71,Unemployed,1,Garlic butter naans
F,Mia,Luxembourg,25,182,104,Finance,1,Salad
F,Jeanne,Chile,27,193,103,Psychology,1,Steak
M,Pedro,France,22,181,118,Medecine,0,Kebab
M,Sofyan,UK,28,168,83,Psychology,2,Hamburger
F,Marie,UK,22,166,65,Psychology,0,Kebab
F,Sara,Canada,29,189,81,Finance,0,Gnocchi
F,Emma,Russia,29,169,100,Literature,3,Kebab
M,Pedro,US,27,174,120,Biology,2,Spaghetti
F,Olivia,US,21,164,90,Literature,1,Salad
F,Jamie,South Africa,21,183,79,Medecine,1,Steak
F,Emma,US,22,156,54,Unemployed,1,Sushi
F,Kim,Russia,25,178,91,Physics,2,Pizza
M,Charlie,Canada,20,177,71,Medecine,3,Sushi
M,Pedro,Germany,26,191,119,Literature,2,Hamburger
F,Olivia,Luxembourg,23,166,58,Unemployed,3,Steak
F,Emma,Canada,24,177,67,Finance,3,Hamburger
M,Tim,Chile,25,160,50,Theater,2,Spaghetti
F,Jamie,Canada,28,185,86,Psychology,2,Gnocchi
M,Louis,China,25,161,54,Literature,2,Salad
F,Jamie,Russia,27,153,86,Psychology,3,Gnocchi
F,Emma,Canada,28,171,76,Medecine,0,Garlic butter naans
M,Roy,China,23,188,81,Business,3,Sushi
F,Emma,Germany,25,162,55,Business,1,Gnocchi
F,Emma,Canada,23,171,67,Physics,1,Sushi
M,Jim,UK,25,193,92,Theater,0,Garlic butter naans
M,Louis,Russia,24,188,96,Unemployed,0,Spaghetti
M,Roy,Chile,29,172,68,Unemployed,2,Kebab
M,Fabio,Spain,28,181,96,Psychology,2,Sushi
F,Hannah,South Africa,30,153,109,Medecine,2,Salad
F,Zoey,Canada,23,173,68,Teaching,1,Spaghetti
F,Olivia,Canada,24,170,100,Teaching,2,Steak
M,Jean,Canada,28,185,103,Physics,3,Steak
M,Eric,China,26,161,94,Teaching,2,Garlic butter naans
M,Jude,Russia,26,181,71,Theater,2,Hamburger
F,Ivy,Italy,25,159,57,Medecine,1,Steak
M,Eric,China,27,194,104,Biology,0,Salad
F,Charlie,Japan,30,187,113,Theater,2,Garlic butter naans
F,Mia,US,25,188,78,Theater,3,Salad
M,Tom,Sweden,20,162,71,Computer Science,1,Salad
F,Jamie,Russia,30,165,61,Teaching,0,Salad
M,Sofyan,South Africa,24,166,61,Teaching,0,Steak
M,Charlie,Spain,25,174,99,Mathematics,3,Salad
F,Sabrina,Italy,24,152,49,Music,2,Steak
F,Sara,Greece,26,195,109,Biology,0,Garlic butter naans
M,Joel,Greece,25,153,91,Physics,0,Fish
F,Charlie,Jamaica,26,187,99,Finance,0,Spaghetti
F,Lucie,China,27,163,87,Computer Science,2,Gnocchi
F,Sara,Jamaica,24,169,74,Teaching,1,Fish
F,Sabrina,UK,22,193,116,Unemployed,3,Garlic butter naans
F,Jeanne,Canada,24,157,47,Finance,2,Gnocchi
F,Sophie,Germany,26,161,74,Unemployed,1,Gnocchi
M,Charlie,Jamaica,25,171,117,Literature,2,Sushi
M,Charlie,South Africa,27,159,105,Music,1,Fish
M,Eric,Italy,27,181,83,Theater,0,Spaghetti
F,Sophie,China,22,151,109,Literature,1,Pizza
F,Kim,China,30,161,104,Medecine,3,Garlic butter naans
M,Tim,South Africa,20,153,45,Music,3,Kebab
M,Jamie,Jamaica,30,184,109,Computer Science,3,Fish
M,Tom,Canada,21,184,83,Theater,1,Salad
F,Charlie,UK,23,181,73,Unemployed,0,Gnocchi
F,Ivy,Jamaica,26,194,85,Psychology,0,Salad
M,Yannick,Korea,22,182,82,Teaching,3,Hamburger
M,Louis,Japan,30,150,118,Unemployed,0,Pizza
M,Jean,Spain,30,165,61,Computer Science,0,Hamburger
M,Charlie,Russia,21,195,110,Medecine,0,Salad
F,Jude,Jamaica,25,193,99,Psychology,2,Sushi
F,Lucie,Sweden,26,191,120,Theater,1,Salad
F,Elsa,Korea,21,189,80,Teaching,2,Spaghetti
M,Valentin,Luxembourg,23,151,49,Medecine,3,Salad
M,Pedro,Russia,29,189,98,Computer Science,2,Pizza
M,Pedro,France,28,183,114,Business,0,Fish
M,Yannick,Sweden,30,193,96,Unemployed,3,Gnocchi
M,Yannick,Italy,22,194,112,Psychology,0,Garlic butter naans
F,Charlie,Greece,27,150,107,Biology,3,Steak
F,Sam,Chile,25,161,100,Computer Science,2,Steak
F,Hannah,Spain,22,172,104,Mathematics,1,Garlic butter naans
M,Joel,Canada,26,173,71,Biology,1,Kebab
M,Louis,Germany,20,158,62,Music,1,Salad
M,Valentin,Germany,28,167,99,Music,2,Sushi
F,Sam,Korea,24,157,89,Business,3,Spaghetti
F,Sabrina,Chile,30,161,52,Unemployed,0,Garlic butter naans
M,Tim,UK,23,189,95,Physics,1,Spaghetti
F,Ivy,Korea,30,166,93,Computer Science,3,Pizza
F,Kim,Italy,30,173,91,Computer Science,2,Sushi
M,Charlie,China,28,152,91,Psychology,3,Garlic butter naans
M,Eric,Russia,29,165,56,Psychology,0,Fish
F,Charlie,Italy,27,191,103,Unemployed,3,Gnocchi
M,Yannick,Italy,23,194,93,Business,2,Sushi
F,Isabel,UK,26,156,96,Unemployed,2,Steak
F,Elsa,Korea,20,189,83,Theater,2,Fish
M,Yannick,Italy,26,150,50,Teaching,3,Kebab
M,Eric,Russia,29,182,102,Biology,1,Spaghetti
M,Jean,Chile,30,180,88,Biology,0,Hamburger
F,Emma,Spain,22,166,65,Teaching,2,Spaghetti
F,Charlie,UK,28,169,95,Physics,1,Gnocchi
M,Roy,France,29,166,74,Physics,2,Salad
F,Olivia,UK,28,178,107,Mathematics,0,Sushi
F,Hannah,China,28,180,115,Unemployed,1,Garlic butter naans
F,Mia,Canada,29,180,70,Computer Science,3,Salad
F,Kim,France,29,174,79,Finance,1,Sushi
M,Charlie,Russia,21,188,95,Unemployed,0,Pizza
M,Joel,France,27,153,106,Computer Science,1,Steak
F,Kim,Chile,20,192,102,Unemployed,0,Garlic butter naans
F,Ivy,US,30,185,117,Unemployed,1,Garlic butter naans
M,Jamie,Japan,28,153,97,Medecine,0,Salad
M,Charlie,Russia,30,194,112,Physics,2,Steak
M,Valentin,Korea,24,185,75,Psychology,3,Sushi
F,Zoey,Chile,26,174,113,Biology,2,Garlic butter naans
F,Hannah,Russia,30,179,104,Biology,1,Pizza
M,Valentin,Germany,27,161,66,Teaching,1,Gnocchi
F,Ivy,Russia,20,174,88,Teaching,3,Fish
M,Fabio,Greece,25,172,93,Computer Science,2,Fish
F,Charlie,South Africa,22,164,89,Music,3,Spaghetti
F,Elsa,Korea,27,160,67,Unemployed,1,Sushi
F,Hannah,Sweden,26,155,52,Biology,2,Steak
M,Jude,Italy,27,156,65,Literature,3,Pizza
M,Tim,Greece,25,167,113,Physics,0,Kebab
F,Marie,France,22,180,106,Unemployed,0,Garlic butter naans
F,Jude,China,30,189,112,Computer Science,2,Kebab
F,Jamie,Canada,26,192,102,Computer Science,3,Fish
F,Ivy,Jamaica,23,174,116,Theater,1,Hamburger
M,Yannick,Spain,29,151,42,Literature,2,Salad
F,Sabrina,Korea,27,192,118,Teaching,0,Kebab
M,Sam,UK,30,167,90,Biology,1,Steak
F,Jude,UK,26,164,102,Unemployed,2,Spaghetti
F,Ivy,Spain,20,165,61,Finance,1,Gnocchi
M,Tim,Germany,22,159,118,Psychology,0,Pizza
M,Jude,US,29,176,110,Music,0,Garlic butter naans
F,Emma,Spain,20,153,58,Music,0,Kebab
F,Jeanne,US,22,166,60,Medecine,0,Salad
M,Yannick,Luxembourg,25,152,59,Business,3,Steak
F,Ivy,UK,30,188,112,Medecine,1,Garlic butter naans
M,Jude,Sweden,26,176,69,Physics,1,Salad
F,Sara,Italy,25,155,94,Mathematics,1,Gnocchi
F,Sam,Korea,21,178,115,Biology,0,Hamburger
M,Roy,Russia,28,157,92,Theater,0,Fish
F,Jamie,Luxembourg,24,162,92,Business,3,Pizza
F,Jeanne,Canada,25,180,93,Physics,1,Sushi
M,Jean,US,24,160,102,Physics,0,Hamburger
M,Jude,Jamaica,25,176,84,Teaching,0,Garlic butter naans
M,Louis,Germany,28,151,67,Physics,2,Kebab
F,Zoey,Luxembourg,22,191,111,Business,2,Garlic butter naans
F,Kim,China,28,154,115,Psychology,3,Hamburger
F,Marie,Russia,28,194,84,Unemployed,1,Salad
F,Ivy,US,24,158,119,Business,1,Pizza
M,Eric,Chile,24,161,75,Literature,2,Steak
F,Sophie,South Africa,21,160,72,Business,2,Pizza
M,Kim,US,30,156,56,Finance,2,Fish
F,Jeanne,Jamaica,30,180,86,Music,3,Spaghetti
F,Sara,Japan,25,153,44,Physics,3,Pizza
F,Jeanne,Russia,28,172,72,Biology,2,Garlic butter naans
M,Sofyan,Chile,28,166,112,Literature,2,Hamburger
M,Carlos,UK,30,178,99,Physics,2,Hamburger
M,Pedro,South Africa,24,188,97,Business,0,Steak
F,Sam,Luxembourg,25,171,65,Theater,3,Sushi
F,Mia,Italy,20,157,56,Teaching,0,Steak
M,Eric,Greece,30,154,86,Unemployed,1,Steak
F,Emma,Luxembourg,25,153,61,Business,0,Gnocchi
M,Sofyan,Germany,22,159,57,Music,0,Kebab
M,Joel,UK,21,164,58,Literature,3,Sushi
M,Sofyan,Germany,20,169,112,Music,0,Kebab
F,Ivy,China,29,183,114,Mathematics,0,Garlic butter naans
M,Yannick,UK,20,182,94,Medecine,3,Kebab
M,Jim,Russia,27,152,47,Music,2,Pizza
M,Tim,Luxembourg,30,179,118,Medecine,3,Spaghetti
F,Sam,Greece,25,181,106,Finance,1,Spaghetti
F,Elsa,Luxembourg,25,181,109,Mathematics,2,Garlic butter naans
F,Olivia,France,24,190,91,Psychology,0,Sushi
M,Sam,Chile,24,168,62,Physics,1,Gnocchi
F,Charlie,Chile,29,169,116,Physics,2,Spaghetti
F,Sam,Germany,23,173,77,Unemployed,2,Salad
M,Carlos,South Africa,26,182,116,Medecine,1,Garlic butter naans
F,Sabrina,Canada,24,169,96,Finance,2,Sushi
M,Kevin,Canada,25,157,118,Theater,0,Spaghetti
F,Jude,UK,30,155,58,Mathematics,2,Fish
M,Jude,Germany,27,180,111,Computer Science,0,Sushi
F,Elsa,Chile,27,178,91,Biology,2,Kebab
F,Charlie,US,26,180,100,Medecine,2,Spaghetti
M,Sofyan,Korea,21,178,76,Psychology,1,Fish
F,Hannah,Canada,25,173,88,Literature,0,Gnocchi
M,Yannick,UK,26,164,78,Business,3,Gnocchi
F,Kim,Greece,27,166,69,Medecine,2,Steak
F,Sophie,Sweden,28,176,77,Finance,1,Salad
F,Ivy,Sweden,28,167,83,Teaching,0,Garlic butter naans
F,Ivy,Germany,24,170,99,Medecine,2,Gnocchi
F,Ivy,Germany,25,166,63,Literature,0,Steak
M,Joel,Italy,23,178,86,Physics,1,Gnocchi
M,Kevin,China,30,177,94,Computer Science,3,Sushi
F,Jamie,US,25,194,89,Biology,3,Pizza
M,Jamie,Italy,23,175,80,Medecine,2,Spaghetti
F,Jeanne,China,25,170,64,Music,3,Fish
F,Zoey,Italy,21,187,117,Music,0,Hamburger
M,Pedro,Greece,23,158,61,Theater,0,Spaghetti
F,Jamie,Spain,24,194,99,Medecine,3,Spaghetti
M,Charlie,France,29,177,73,Medecine,2,Sushi
F,Mia,Spain,27,157,115,Computer Science,1,Kebab
M,Louis,Chile,24,158,107,Teaching,1,Hamburger
F,Charlie,Germany,25,189,82,Computer Science,3,Sushi
M,Kevin,Russia,27,192,120,Computer Science,3,Pizza
M,Sam,France,20,164,65,Computer Science,1,Salad
M,Charlie,Germany,25,195,113,Medecine,0,Salad
F,Jude,Italy,28,157,118,Medecine,1,Gnocchi
F,Olivia,Germany,29,162,115,Business,1,Hamburger
M,Kim,Jamaica,25,158,116,Literature,0,Spaghetti
F,Zoey,Chile,30,161,100,Psychology,1,Garlic butter naans
F,Sam,France,23,186,76,Computer Science,2,Pizza
F,Kim,Canada,22,172,120,Unemployed,2,Pizza
M,Charlie,China,28,183,119,Theater,0,Steak
M,Yannick,South Africa,25,177,106,Mathematics,2,Sushi
F,Sam,Greece,27,151,85,Physics,0,Kebab
F,Hannah,Luxembourg,29,174,99,Theater,3,Salad
M,Sam,US,29,156,78,Finance,1,Salad
M,Kevin,Korea,30,190,112,Theater,2,Kebab
M,Tom,US,30,159,107,Physics,2,Salad
F,Charlie,Jamaica,24,177,118,Mathematics,3,Garlic butter naans
F,Sophie,Germany,26,187,107,Biology,1,Hamburger
F,Olivia,Italy,27,177,103,Theater,3,Salad
F,Olivia,UK,24,169,67,Business,1,Pizza
M,Carlos,Italy,28,156,53,Business,1,Sushi
F,Sophie,Italy,22,154,91,Business,1,Sushi
F,Sara,South Africa,30,168,75,Physics,2,Spaghetti
M,Sam,Greece,29,154,73,Computer Science,0,Salad
F,Sabrina,Spain,26,170,116,Teaching,1,Sushi
M,Louis,China,26,178,97,Biology,1,Fish
M,Jamie,Spain,22,183,82,Medecine,0,Sushi
M,Roy,Japan,20,185,114,Teaching,2,Garlic butter naans
M,Jamie,Sweden,20,192,89,Literature,2,Pizza
F,Zoey,Russia,22,175,75,Teaching,3,Spaghetti
M,Eric,Sweden,30,155,72,Biology,0,Garlic butter naans
M,Yannick,China,21,179,82,Business,2,Garlic butter naans
F,Lucie,Korea,20,154,55,Psychology,1,Sushi
M,Pedro,Korea,21,195,118,Mathematics,2,Pizza
F,Charlie,Greece,24,187,119,Physics,0,Spaghetti
M,Valentin,Italy,24,174,108,Literature,2,Steak
F,Sam,Luxembourg,27,179,84,Music,3,Garlic butter naans
F,Sabrina,France,23,184,106,Mathematics,3,Garlic butter naans
M,Jude,Jamaica,23,190,87,Unemployed,2,Sushi
F,Kim,South Africa,29,194,104,Literature,3,Spaghetti
M,Pedro,Korea,26,177,110,Mathematics,1,Steak
F,Emma,Korea,20,190,99,Teaching,1,Hamburger
M,Sam,France,25,177,103,Teaching,1,Sushi
F,Ivy,Korea,25,181,107,Business,3,Salad
F,Isabel,China,25,158,84,Music,1,Salad
M,Joel,UK,25,171,78,Unemployed,0,Gnocchi
F,Sabrina,Spain,23,171,83,Physics,0,Steak
F,Marie,Italy,26,163,103,Mathematics,1,Sushi
M,Carlos,Luxembourg,22,159,50,Computer Science,1,Sushi
M,Sam,UK,22,150,59,Medecine,0,Pizza
M,Sofyan,Japan,26,180,113,Mathematics,1,Pizza
M,Valentin,Chile,20,192,101,Medecine,3,Pizza
F,Sara,Korea,23,188,103,Finance,2,Steak
M,Roy,Spain,27,159,79,Psychology,2,Steak
F,Kim,Japan,23,164,75,Unemployed,2,Spaghetti
M,Charlie,Spain,25,165,75,Psychology,3,Spaghetti
M,Pedro,Jamaica,26,179,120,Biology,1,Gnocchi
F,Zoey,Jamaica,24,179,76,Computer Science,1,Salad
F,Olivia,Italy,27,179,97,Medecine,0,Gnocchi
M,Kim,Luxembourg,22,166,60,Theater,0,Pizza
F,Sara,Canada,28,191,105,Mathematics,0,Spaghetti
F,Isabel,Jamaica,30,184,82,Psychology,3,Spaghetti
F,Ivy,Germany,24,172,67,Literature,3,Kebab
M,Carlos,Japan,25,167,63,Mathematics,2,Salad
M,Roy,UK,23,166,61,Unemployed,3,Steak
F,Teresa,Luxembourg,23,164,118,Music,3,Hamburger
M,Jamie,Chile,20,180,101,Biology,1,Pizza
F,Mia,Luxembourg,24,181,93,Biology,3,Spaghetti
F,Mia,Spain,27,169,99,Physics,1,Steak
F,Jude,US,24,164,72,Mathematics,1,Hamburger
M,Sofyan,Italy,25,157,61,Unemployed,3,Spaghetti
F,Teresa,China,25,194,103,Teaching,3,Fish
F,Zoey,Korea,20,154,82,Finance,3,Spaghetti
F,Sara,Greece,26,161,102,Computer Science,3,Salad
F,Jude,UK,20,168,98,Theater,2,Hamburger
F,Elsa,Chile,28,151,112,Finance,0,Hamburger
F,Jeanne,US,30,157,103,Music,2,Steak
F,Jude,Korea,21,188,107,Physics,0,Spaghetti
F,Sam,Luxembourg,29,160,83,Physics,2,Sushi
M,Valentin,Greece,29,151,59,Biology,3,Gnocchi
F,Hannah,UK,21,175,93,Unemployed,0,Salad
M,Carlos,Italy,20,164,112,Biology,3,Gnocchi
F,Marie,Canada,29,172,88,Theater,2,Sushi
M,Eric,Italy,21,155,112,Medecine,2,Fish
F,Kim,Korea,30,173,65,Medecine,0,Fish
M,Roy,France,23,151,91,Mathematics,3,Spaghetti
M,Sam,Luxembourg,28,150,71,Music,2,Spaghetti
F,Zoey,Germany,24,153,53,Biology,0,Salad
F,Elsa,Canada,30,169,64,Physics,0,Hamburger
F,Sabrina,Russia,30,177,78,Mathematics,0,Pizza
M,Fabio,Sweden,25,167,115,Physics,2,Fish
M,Jean,Germany,20,195,109,Biology,2,Kebab
F,Sara,South Africa,27,189,109,Unemployed,0,Steak
F,Jude,Germany,20,179,100,Literature,0,Hamburger
M,Yannick,US,28,166,61,Medecine,2,Garlic butter naans
F,Lucie,UK,26,160,80,Business,3,Steak
F,Olivia,Greece,24,170,69,Computer Science,3,Garlic butter naans
M,Tim,Japan,23,191,96,Business,0,Garlic butter naans
F,Teresa,France,29,186,86,Biology,1,Pizza
F,Isabel,UK,28,174,100,Literature,3,Fish
M,Kim,Russia,24,173,69,Biology,2,Sushi
F,Ivy,US,27,158,62,Teaching,2,Pizza
F,Lucie,Sweden,26,189,111,Medecine,0,Steak
F,Sabrina,Luxembourg,29,180,105,Mathematics,2,Salad
M,Jude,China,24,183,74,Psychology,0,Spaghetti
F,Kim,Spain,23,183,88,Theater,2,Gnocchi
F,Isabel,Canada,30,181,103,Theater,0,Fish
M,Yannick,UK,30,187,84,Physics,3,Spaghetti
F,Sophie,China,29,162,55,Finance,2,Fish
M,Tom,Japan,29,191,118,Computer Science,0,Spaghetti
F,Jude,Russia,20,195,99,Finance,0,Fish
M,Fabio,China,23,179,78,Literature,2,Garlic butter naans
M,Jamie,Japan,22,164,64,Finance,0,Hamburger
F,Emma,Korea,29,167,107,Biology,0,Salad
M,Valentin,Greece,21,151,50,Business,0,Hamburger
M,Pedro,Canada,27,161,87,Music,1,Fish
M,Louis,Russia,25,176,101,Psychology,1,Sushi
F,Sara,UK,30,157,66,Mathematics,3,Fish
M,Pedro,Sweden,29,163,90,Medecine,0,Salad
M,Kevin,Greece,20,168,113,Psychology,2,Hamburger
M,Charlie,Luxembourg,21,165,110,Literature,3,Steak
M,Yannick,South Africa,25,167,114,Biology,3,Steak
F,Sam,France,24,155,63,Business,1,Gnocchi
M,Yannick,Japan,24,162,91,Computer Science,0,Fish
M,Jude,Korea,27,179,70,Medecine,0,Hamburger
M,Yannick,Sweden,25,158,75,Teaching,3,Spaghetti
M,Louis,China,23,153,118,Biology,1,Salad
M,Jamie,Luxembourg,26,180,118,Finance,1,Gnocchi
F,Elsa,Germany,21,192,98,Business,3,Steak
M,Charlie,Korea,30,185,92,Teaching,0,Hamburger
M,Jamie,Italy,25,168,111,Teaching,3,Garlic butter naans
F,Sophie,Italy,21,177,104,Music,3,Steak
M,Yannick,Russia,21,163,56,Computer Science,2,Spaghetti
F,Teresa,France,24,182,106,Music,1,Gnocchi
M,Valentin,France,28,175,102,Mathematics,3,Salad
M,Carlos,Sweden,30,176,96,Unemployed,1,Kebab
F,Jamie,Greece,30,167,80,Theater,2,Garlic butter naans
M,Louis,Sweden,28,150,40,Mathematics,2,Salad
M,Jean,Italy,30,176,67,Biology,3,Kebab
F,Sara,France,23,154,70,Biology,1,Fish
F,Sara,France,24,156,119,Physics,3,Garlic butter naans
M,Tom,Korea,26,156,60,Teaching,1,Gnocchi
M,Sofyan,Italy,23,192,99,Theater,0,Fish
F,Jamie,Greece,27,174,107,Music,1,Hamburger
M,Pedro,Greece,27,159,89,Literature,2,Steak
F,Sabrina,Canada,23,160,96,Literature,3,Spaghetti
M,Yannick,South Africa,30,186,93,Psychology,3,Garlic butter naans
F,Charlie,Chile,27,169,110,Mathematics,2,Garlic butter naans
F,Teresa,Japan,24,155,90,Finance,3,Pizza
M,Jamie,Russia,29,150,48,Finance,3,Garlic butter naans
F,Jude,China,27,192,117,Biology,3,Steak
F,Emma,Italy,27,156,64,Biology,0,Sushi
F,Isabel,Italy,25,181,93,Physics,1,Salad
F,Sabrina,Greece,23,187,77,Finance,2,Gnocchi
F,Emma,Spain,30,162,99,Business,2,Kebab
M,Carlos,Chile,26,177,87,Mathematics,0,Garlic butter naans
F,Jamie,Canada,25,189,79,Psychology,3,Garlic butter naans
M,Joel,Spain,27,180,72,Teaching,2,Fish
M,Jean,Canada,27,153,96,Business,3,Pizza
F,Marie,China,20,187,120,Business,2,Hamburger
M,Kim,Sweden,22,169,88,Unemployed,3,Gnocchi
M,Tim,Chile,30,178,101,Mathematics,2,Sushi
M,Valentin,Spain,25,161,74,Biology,0,Kebab
F,Olivia,Italy,25,162,80,Unemployed,3,Kebab
F,Emma,Greece,22,160,87,Biology,0,Fish
F,Marie,Italy,26,180,80,Theater,3,Garlic butter naans
M,Joel,Chile,24,155,72,Physics,3,Fish
M,Valentin,Canada,25,150,73,Music,0,Sushi
M,Pedro,China,20,194,105,Teaching,2,Sushi
F,Hannah,Korea,27,178,79,Finance,3,Kebab
M,Yannick,Russia,25,157,52,Teaching,3,Gnocchi
M,Jean,Chile,29,165,87,Mathematics,2,Garlic butter naans
M,Jude,Germany,23,155,77,Music,2,Garlic butter naans
M,Jean,Spain,20,183,105,Business,2,Sushi
M,Sam,Russia,23,175,85,Music,1,Spaghetti
M,Fabio,Russia,29,184,84,Mathematics,3,Hamburger
M,Pedro,Luxembourg,27,173,93,Computer Science,0,Garlic butter naans
F,Sam,Greece,25,168,90,Biology,2,Sushi
F,Mia,South Africa,30,171,75,Teaching,1,Fish
F,Sam,South Africa,21,169,106,Teaching,0,Pizza
F,Marie,South Africa,27,192,85,Psychology,1,Pizza
M,Kevin,Canada,30,170,113,Physics,3,Hamburger
M,Jim,France,27,191,90,Theater,1,Hamburger
M,Jim,Luxembourg,27,188,117,Medecine,3,Garlic butter naans
M,Roy,Germany,28,167,99,Theater,2,Salad
M,Charlie,China,23,157,96,Medecine,1,Gnocchi
M,Pedro,Sweden,27,169,108,Mathematics,1,Spaghetti
M,Charlie,Sweden,27,158,61,Psychology,0,Kebab
M,Kim,UK,28,174,92,Music,3,Gnocchi
F,Charlie,Greece,26,189,79,Physics,3,Pizza
M,Charlie,Russia,25,151,111,Medecine,3,Spaghetti
M,Roy,France,28,157,65,Biology,0,Salad
M,Tom,UK,21,178,80,Theater,1,Kebab
F,Sara,Greece,23,192,105,Theater,3,Fish
M,Eric,Russia,27,181,110,Biology,1,Garlic butter naans
M,Pedro,US,24,175,108,Music,0,Gnocchi
F,Hannah,Sweden,20,170,83,Unemployed,0,Fish
F,Sabrina,Chile,30,181,99,Music,3,Spaghetti
M,Tim,Japan,23,184,88,Business,0,Garlic butter naans
F,Jude,Spain,29,174,75,Medecine,3,Steak
M,Louis,Jamaica,22,170,98,Music,1,Kebab
M,Valentin,China,22,177,70,Literature,3,Hamburger
F,Sam,Luxembourg,23,170,102,Music,0,Garlic butter naans
M,Yannick,Korea,29,153,88,Business,0,Spaghetti
F,Mia,US,20,188,87,Medecine,2,Pizza
M,Sofyan,Greece,22,156,48,Physics,1,Fish
M,Joel,Greece,27,187,100,Medecine,0,Gnocchi
M,Pedro,France,21,150,46,Music,0,Kebab
M,Charlie,Italy,26,191,96,Teaching,1,Kebab
F,Jude,South Africa,21,153,99,Theater,3,Garlic butter naans
F,Kim,China,28,150,89,Teaching,1,Steak
M,Valentin,Japan,23,152,59,Medecine,2,Gnocchi
M,Valentin,South Africa,23,188,115,Computer Science,1,Fish
M,Sofyan,France,21,185,109,Psychology,2,Salad
F,Mia,South Africa,25,164,59,Mathematics,3,Fish
M,Kevin,Chile,20,168,68,Unemployed,2,Spaghetti
M,Jude,Chile,22,159,86,Biology,2,Spaghetti
F,Marie,Sweden,30,167,116,Theater,0,Fish
M,Louis,Italy,22,194,90,Unemployed,0,Steak
M,Roy,UK,23,187,102,Biology,3,Spaghetti
F,Sara,Chile,24,165,116,Unemployed,0,Salad
F,Emma,Russia,27,164,67,Unemployed,1,Kebab
F,Jeanne,Jamaica,24,151,54,Music,3,Pizza
F,Jude,Greece,21,183,96,Unemployed,2,Pizza
F,Olivia,UK,30,164,79,Mathematics,2,Steak
M,Jamie,Chile,20,160,72,Theater,3,Gnocchi
F,Isabel,South Africa,23,157,73,Music,3,Garlic butter naans
F,Lucie,Luxembourg,26,165,68,Finance,1,Garlic butter naans
M,Roy,France,23,180,90,Literature,0,Spaghetti
